data,timestamp_captura,modo,id_veiculo,ano_fabricacao,carroceria,data_ultima_vistoria,id_carroceria,id_chassi,id_fabricante_chassi,id_interno_carroceria,id_planta,indicador_ar_condicionado,indicador_elevador,indicador_usb,indicador_wifi,nome_chassi,permissao,placa,quantidade_lotacao_pe,quantidade_lotacao_sentado,tipo_combustivel,tipo_veiculo,status,solicitacao
2023-02-06,2023-02-05 21:00:00,ONIBUS,C47591,2010,MARCOPOLO,,,,,,,true,,,,,,KXX7368,,,,31 ONBUS BASIC URB C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D53746,2010,MBB OF 1418 EURO III,,,,,,,false,,,,,,LLG6954,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17036,2010,OF-1418,,,,,,,false,,,,,,LLF7603,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17092,2010,OF-1418,,,,,,,false,,,,,,KZG5167,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17039,2010,OF-1418,,,,,,,false,,,,,,KXM4272,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17040,2010,OF-1418,,,,,,,false,,,,,,KPH1559,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D53745,2010,MBB OF 1418 EURO III,,,,,,,false,,,,,,LLG6977,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17091,2010,OF-1418,,,,,,,false,,,,,,LLF4752,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D53733,2010,MBB OF 1418 EURO III,,,,,,,false,,,,,,LLG2419,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17037,2010,OF-1418,,,,,,,false,,,,,,KOL4449,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17035,2010,OF-1418,,,,,,,false,,,,,,LPR5604,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17090,2010,OF-1418,,,,,,,false,,,,,,KYT5256,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D17043,2010,OF-1418,,,,,,,false,,,,,,LLI4775,,,,48 MIDI URB S/AR C/ELEV S/COBR,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63503,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXX7214,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63525,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXW4523,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63502,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXY6323,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63065,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXV6612,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63526,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXW4525,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63046,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXZ7287,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63041,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXY6325,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63522,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXS3533,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63048,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXX7217,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63066,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXX7212,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63078,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KYY1J51,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63067,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXX7211,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63049,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXX7213,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63059,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXZ7291,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63517,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXT6031,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63515,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXT6032,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63521,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXR5578,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63075,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXZ7C89,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63516,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXT6030,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63077,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXX7209,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63507,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXZ7290,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63524,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXW4524,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63512,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXZ7288,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63050,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXY6D21,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63519,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXS3535,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63504,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXY6320,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63523,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXX7208,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63518,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXT6029,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63527,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXX7210,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,A63520,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXS3534,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,B63074,2010,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KXV6613,,,,50 ONIBUS BS URB S/AR C/E 2CAT,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87869,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,LLR6102,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41868,2011,MARCOPOLO,,,,,,,true,,,,,,KWV4649,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C41878,2011,MARCOPOLO,,,,,,,true,,,,,,KZF7569,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41862,2011,MARCOPOLO,,,,,,,true,,,,,,KOL7932,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41872,2011,MARCOPOLO,,,,,,,true,,,,,,KWR4452,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87835,2011,MARCOPOLO,,,,,,,true,,,,,,LPY2610,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87837,2011,MARCOPOLO,,,,,,,true,,,,,,LPY9763,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41865,2011,MARCOPOLO,,,,,,,true,,,,,,KWW3632,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C41877,2011,MARCOPOLO,,,,,,,true,,,,,,LQK3112,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87778,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,LQA2136,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41860,2011,MARCOPOLO,,,,,,,true,,,,,,KXA4016,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C41875,2011,MARCOPOLO,,,,,,,true,,,,,,KWO3930,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87834,2011,MARCOPOLO,,,,,,,true,,,,,,LLN8382,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87863,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,KOU8432,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C41871,2011,MARCOPOLO,,,,,,,true,,,,,,LQK3113,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41861,2011,MARCOPOLO,,,,,,,true,,,,,,KOL7933,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87777,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,KZI2923,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87836,2011,MARCOPOLO,,,,,,,true,,,,,,LPY2624,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C41874,2011,MARCOPOLO,,,,,,,true,,,,,,KWP4624,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87823,2011,MARCOPOLO,,,,,,,true,,,,,,LPW1593,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41870,2011,MARCOPOLO,,,,,,,true,,,,,,LPZ5663,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87779,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,LQA2963,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41863,2011,MARCOPOLO,,,,,,,true,,,,,,LPZ5662,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87833,2011,MARCOPOLO,,,,,,,true,,,,,,LPY2576,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87830,2011,MARCOPOLO,,,,,,,true,,,,,,LPY9761,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41867,2011,MARCOPOLO,,,,,,,true,,,,,,KWW3630,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87882,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,LQI2907,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87828,2011,MARCOPOLO,,,,,,,true,,,,,,KNZ5779,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C41873,2011,MARCOPOLO,,,,,,,true,,,,,,KWQ4199,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87865,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,KWR4864,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87829,2011,MARCOPOLO,,,,,,,true,,,,,,KZK2980,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87858,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,LLR6119,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87776,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,KON2587,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87883,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,LLR6117,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41864,2011,MARCOPOLO,,,,,,,true,,,,,,KWW3633,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41869,2011,MARCOPOLO,,,,,,,true,,,,,,KWT3909,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41866,2011,MARCOPOLO,,,,,,,true,,,,,,KWW3631,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87868,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,LQI2909,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87889,2011,NEOBUS - SAN MARINO,,,,,,,true,,,,,,LLR6114,,,,5 ONIBUS ROD. C/ AR,Inválido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C20208,2011,MARCOPOLO,,,,,,,false,,,,,,KOM8781,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B10502,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LPZ4286,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B44619,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,KYZ5921,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87531,2011,NEOBUS - SAN MARINO,,,,,,,false,,,,,,LPV5372,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87539,2011,NEOBUS - SAN MARINO,,,,,,,false,,,,,,LLL8624,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87532,2011,NEOBUS - SAN MARINO,,,,,,,false,,,,,,LRD3277,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B10535,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LRL3365,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87530,2011,NEOBUS - SAN MARINO,,,,,,,false,,,,,,LST3659,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87538,2011,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KQW1507,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B10540,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LLO3113,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B10513,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LLO3116,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C20211,2011,MARCOPOLO,,,,,,,false,,,,,,KOM8772,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B10525,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,KOL6673,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87535,2011,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KNZ3154,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C20113,2011,MARCOPOLO,,,,,,,false,,,,,,KYG4672,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C30157,2011,M. BENZ OF-1418/52,,,,,,,false,,,,,,KXQ3399,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Inclusão
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87536,2011,NEOBUS - SAN MARINO,,,,,,,false,,,,,,KWZ4468,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B10553,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LSL3741,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C20130,2011,MARCOPOLO,,,,,,,false,,,,,,KOM8780,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B10516,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,KOL6669,,,,28 MIDIONBUS URBAN S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41165,2011,MASCARELLO,,,,,,,true,,,,,,KVP4827,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41063,2011,MASCARELLO,,,,,,,true,,,,,,KVM8681,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A29143,2011,MARCOPOLO,,,,,,,true,,,,,,LQE4477,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A29145,2011,MARCOPOLO,,,,,,,true,,,,,,LQE4480,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A29142,2011,MARCOPOLO,,,,,,,true,,,,,,LQE4479,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41094,2011,MASCARELLO,,,,,,,true,,,,,,KVO3862,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41214,2011,MASCARELLO,,,,,,,true,,,,,,KVZ5182,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A29144,2011,MARCOPOLO,,,,,,,true,,,,,,LQE4478,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41228,2011,MASCARELLO,,,,,,,true,,,,,,KVV5054,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41194,2011,MASCARELLO,,,,,,,true,,,,,,KVW5114,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A41062,2011,MASCARELLO,,,,,,,true,,,,,,KVM8680,,,,29 MIDIONBUS URBAN C/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D58554,2011,MASCARELLO,,,,,,,false,,,,,,LPY7461,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B55144,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LLP5784,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B19536,2011,MASCARELLO,,,,,,,false,,,,,,LLQ2276,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B75612,2011,MASCARELLO,,,,,,,false,,,,,,KVP6345,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B75614,2011,MASCARELLO,,,,,,,false,,,,,,LLP2272,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C30015,2011,MARCOPOLO,,,,,,,false,,,,,,LQC7606,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B19572,2011,MASCARELLO,,,,,,,false,,,,,,KVS4556,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C82532,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,KOQ8806,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B55126,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LQC7801,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B19525,2011,MASCARELLO,,,,,,,false,,,,,,KOQ7773,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D58540,2011,MASCARELLO,,,,,,,false,,,,,,KVM9405,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A27545,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LRV3553,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B75613,2011,MASCARELLO,,,,,,,false,,,,,,KWP4759,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C41423,2011,MASCARELLO,,,,,,,false,,,,,,LQA2152,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,A55004,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,KVN6833,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C41422,2011,MASCARELLO,,,,,,,false,,,,,,LQA2154,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B19552,2011,MASCARELLO,,,,,,,false,,,,,,LLQ2470,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,C50122,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,KON5510,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B19534,2011,MASCARELLO,,,,,,,false,,,,,,KXM5521,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D87193,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,LPV7792,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B82559,2011,INDUSCAR - CAIO,,,,,,,false,,,,,,KOP9574,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,D58545,2011,MASCARELLO,,,,,,,false,,,,,,KWN4668,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B19585,2011,MASCARELLO,,,,,,,false,,,,,,LQE5239,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
2023-02-06,2023-02-05 21:00:00,ONIBUS,B75521,2011,MASCARELLO,,,,,,,false,,,,,,KOO7615,,,,30 ONBUS BASIC URB S/AR C/ELEV,Válido,Baixa
