feed_version,feed_start_date,feed_end_date,fare_id,route_id,origin_id,destination_id,contains_id,versao_modelo
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0908AAV0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0384AAR0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0721AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0404AAP0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0621AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0355AAR0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0232AAN0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0323AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0913AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0950AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0653AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0616AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0669AAV0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0901AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0483AAPAA,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0634AAN0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0928AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0399AAN0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0685AAVAA,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0324AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0328AAN0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0265AAN0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0298AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0342AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0919AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0639AAN0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0384AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0457AAN0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0329AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0312AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0628AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0321AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0399AAR0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0606AAV0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0485AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IN,O0350AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0433AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0474AAN0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0107AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0169AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0426AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0220AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0157AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0444AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0519AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0474AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0415AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0460AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
2025-10-04,2025-10-04,2025-10-11,BUC_IS,O0112AAA0A,,,,40c2bc268bdc2e22bc2474d99bca38dcb9ea4c40
