id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre
53241,"Nova Holanda-Maré, Rio de Janeiro - RJ, 21044-252, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARE,,NOVA HOLANDA (COMPLEXO DA MARE),-22.855719073956774,-43.24318052513122,"10/11/2022, 12:10:00",true,true,PM,Sequestro/Cárcere Privado,,Bar,false
53241,"Nova Holanda-Maré, Rio de Janeiro - RJ, 21044-252, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARE,,NOVA HOLANDA (COMPLEXO DA MARE),-22.855719073956774,-43.24318052513122,"10/11/2022, 12:10:00",true,true,PM,Sequestro/Cárcere Privado,,Bar,false
53242,"Morro dos Macacos -Vila Isabel, Rio de Janeiro - RJ, 20551-630, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA ISABEL,,MORRO DOS MACACOS,-22.912599077423756,-43.254474468231194,"10/11/2022, 13:00:00",false,false,,Não identificado,,,false
53245,"Vicente de Carvalho - Av. Pastor Martin Luther King Júnior - Vicente de Carvalho, Rio de Janeiro - RJ, 21370-541, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,,-22.85412213162142,-43.313392135616674,"10/11/2022, 16:15:00",false,false,,Não identificado,,,false
53246,"Malvina - Vila Kennedy, Rio de Janeiro - RJ, 21850-010, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,VILA KENNEDY,,MALVINA (VILA KENNEDY),-22.86067619,-43.48783756,"10/11/2022, 18:45:00",false,false,,Não identificado,,,false
53248,"Morro do Fubá - Cascadura, Rio de Janeiro - RJ, 21311-120, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO FUBA (COMPLEXO DO FUBA),-22.892324971301786,-43.33377861518315,"10/11/2022, 20:20:00",false,false,,Não identificado,,,false
53257,"Senador Camará, Rio de Janeiro - Rio de Janeiro, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SENADOR CAMARA,,,-22.870304622289197,-43.48359737545252,"11/11/2022, 06:51:00",true,true,"14 BPM, 9 BPM, 18 BPM",Operação policial,,,false
53272,"Santíssimo, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SANTISSIMO,,,-22.8759688,-43.526314,"11/11/2022, 12:00:00",false,false,,Homicidio/Tentativa,,,false
53271,"Rua Paula Ramos - Rio Comprido, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,RIO COMPRIDO,,MORRO DO TURANO,-22.9354587,-43.2118946,"11/11/2022, 13:38:00",true,true,PM,Ação policial,,,false
53271,"Rua Paula Ramos - Rio Comprido, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,RIO COMPRIDO,,MORRO DO TURANO,-22.9354587,-43.2118946,"11/11/2022, 13:38:00",true,true,PM,Ação policial,,,false
53276,"Senador Camará, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SENADOR CAMARA,,,-22.8795382,-43.489301,"11/11/2022, 13:55:00",true,true,PM,Operação policial,,,false
53278,"Morro do Fubá - Cascadura, Rio de Janeiro - RJ, 21311-470, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CASCADURA,,MORRO DO FUBA (COMPLEXO DO FUBA),-22.8888889,-43.3394444,"11/11/2022, 15:15:00",false,false,,Disputa,,,false
53279,"Complexo do Lins -Lins de Vasconcelos, Rio de Janeiro - RJ, 20725-140, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,LINS DE VASCONCELOS,,COMPLEXO DO LINS,-22.9153252,-43.2844995,"12/11/2022, 01:42:00",true,true,"UPP (Lins), CPP, COE",Operação policial,,,false
53280,"Complexo do Lins -Lins de Vasconcelos, Rio de Janeiro - RJ, 20725-140, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,LINS DE VASCONCELOS,,COMPLEXO DO LINS,-22.9153252,-43.2844995,"12/11/2022, 02:43:00",true,true,"UPP (Lins), CPP, COE",Operação policial,,,false
53290,"Morro do Campinho (Complexo do Fubá) - Campinho, Rio de Janeiro - RJ, 21341-380, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,CAMPINHO,,MORRO DO CAMPINHO (COMPLEXO DO FUBA),-22.88588309,-43.34141049,"12/11/2022, 12:36:00",false,false,,Não identificado,,,false
53291,"Morro do Andarai - Andaraí, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ANDARAI,,MORRO DO ANDARAI,-22.9352778,-43.2563889,"12/11/2022, 15:50:00",false,false,,Não identificado,,,false
53301,"Rua Conde de Bonfim - Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TIJUCA,,,-22.9320902,-43.2401161,"12/11/2022, 17:30:00",true,true,N�o identificado,Tentativa/Roubo,,,false
53296,"Estrada do Taquaral - Senador Camará, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,SENADOR CAMARA,,,-22.8713243,-43.4873234,"12/11/2022, 21:55:00",false,false,,Não identificado,,,false
53295,"Andaraí, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ANDARAI,,,-22.9259539,-43.2487131,"13/11/2022, 06:30:00",false,false,,Não identificado,,,false
53297,"Ricardo de Albuquerque, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,RICARDO DE ALBUQUERQUE,,,-22.8358488,-43.3920928,"13/11/2022, 07:00:00",true,true,PM,Ação policial,,,false
